k,accuracy,f1_0,f1_1
50,0.8727034120734908,0.8380634390651085,0.8951351351351351
50,0.8608923884514436,0.834375,0.8800904977375565
51,0.8805774278215223,0.8529886914378029,0.8994475138121547
51,0.8976377952755905,0.8792569659442725,0.9111617312072893
51,0.8818897637795275,0.8494983277591973,0.9028077753779697
51,0.8713910761154856,0.8361204013377926,0.8941684665226782
51,0.8595800524934383,0.8330733229329174,0.8788221970554927
52,0.8792650918635171,0.8511326860841424,0.8984547461368654
52,0.8963254593175853,0.8775193798449612,0.9101251422070534
52,0.8858267716535433,0.8552412645590682,0.905742145178765
52,0.8713910761154856,0.8361204013377926,0.8941684665226782
52,0.8582677165354331,0.8317757009345794,0.8775510204081632
53,0.8805774278215223,0.8529886914378029,0.8994475138121547
53,0.8937007874015748,0.8751926040061633,0.9074285714285715
53,0.8832020997375328,0.8514190317195326,0.9037837837837838
53,0.8727034120734908,0.8375209380234506,0.895361380798274
53,0.8595800524934383,0.834108527131783,0.8782707622298066
54,0.8805774278215223,0.8529886914378029,0.8994475138121547
54,0.89501312335958,0.8761609907120743,0.908883826879271
54,0.8858267716535433,0.8552412645590682,0.905742145178765
54,0.8727034120734908,0.8375209380234506,0.895361380798274
54,0.8648293963254593,0.8398133748055988,0.8830874006810443
55,0.8832020997375328,0.856682769726248,0.9014396456256921
55,0.889763779527559,0.8707692307692307,0.9038901601830663
55,0.8818897637795275,0.8494983277591973,0.9028077753779697
55,0.8727034120734908,0.8375209380234506,0.895361380798274
55,0.863517060367454,0.8385093167701864,0.8818181818181818
56,0.8805774278215223,0.8534621578099839,0.8992248062015504
56,0.889763779527559,0.8707692307692307,0.9038901601830663
56,0.884514435695538,0.8533333333333334,0.9047619047619048
56,0.8740157480314961,0.8389261744966443,0.896551724137931
56,0.8622047244094488,0.8361934477379095,0.8810872027180068
57,0.8792650918635171,0.8516129032258064,0.8982300884955752
57,0.889763779527559,0.8711656441717791,0.9036697247706422
57,0.8818897637795275,0.8494983277591973,0.9028077753779697
57,0.8740157480314961,0.8389261744966443,0.896551724137931
57,0.8608923884514436,0.8348909657320872,0.8798185941043084
58,0.8805774278215223,0.8534621578099839,0.8992248062015504
58,0.8910761154855643,0.8721109399075501,0.9051428571428571
58,0.8832020997375328,0.8514190317195326,0.9037837837837838
58,0.8753280839895013,0.8408710217755444,0.8975188781014024
58,0.863517060367454,0.8369905956112853,0.8826185101580135
59,0.8779527559055118,0.8497576736672051,0.8972375690607735
59,0.8910761154855643,0.8717156105100463,0.9053591790193842
59,0.8832020997375328,0.8514190317195326,0.9037837837837838
59,0.8740157480314961,0.8389261744966443,0.896551724137931
59,0.8648293963254593,0.8398133748055988,0.8830874006810443
60,0.8779527559055118,0.8497576736672051,0.8972375690607735
60,0.8910761154855643,0.8717156105100463,0.9053591790193842
60,0.8832020997375328,0.8514190317195326,0.9037837837837838
60,0.8727034120734908,0.8375209380234506,0.895361380798274
60,0.8608923884514436,0.8348909657320872,0.8798185941043084
61,0.8740157480314961,0.8451612903225807,0.8938053097345132
61,0.889763779527559,0.8703703703703703,0.9041095890410958
61,0.884514435695538,0.8533333333333334,0.9047619047619048
61,0.8727034120734908,0.8375209380234506,0.895361380798274
61,0.8622047244094488,0.8367029548989113,0.8808172531214529
62,0.8766404199475065,0.8478964401294499,0.8962472406181016
62,0.889763779527559,0.8703703703703703,0.9041095890410958
62,0.8832020997375328,0.8514190317195326,0.9037837837837838
62,0.8727034120734908,0.8375209380234506,0.895361380798274
62,0.8622047244094488,0.8361934477379095,0.8810872027180068
63,0.8792650918635171,0.8511326860841424,0.8984547461368654
63,0.889763779527559,0.8703703703703703,0.9041095890410958
63,0.884514435695538,0.8533333333333334,0.9047619047619048
63,0.8727034120734908,0.8375209380234506,0.895361380798274
63,0.8622047244094488,0.8372093023255814,0.8805460750853242
64,0.8766404199475065,0.8483870967741935,0.8960176991150443
64,0.8923884514435696,0.8730650154798761,0.9066059225512528
64,0.884514435695538,0.8533333333333334,0.9047619047619048
64,0.8727034120734908,0.8375209380234506,0.895361380798274
64,0.8622047244094488,0.8367029548989113,0.8808172531214529
65,0.8753280839895013,0.8460291734197731,0.8952590959206174
65,0.8884514435695539,0.8690292758089369,0.9028571428571428
65,0.884514435695538,0.8533333333333334,0.9047619047619048
65,0.8727034120734908,0.8375209380234506,0.895361380798274
65,0.8648293963254593,0.8398133748055988,0.8830874006810443
66,0.8753280839895013,0.8465266558966075,0.8950276243093923
66,0.8923884514435696,0.8730650154798761,0.9066059225512528
66,0.884514435695538,0.8533333333333334,0.9047619047619048
66,0.8727034120734908,0.8375209380234506,0.895361380798274
66,0.8648293963254593,0.8398133748055988,0.8830874006810443
67,0.8766404199475065,0.8478964401294499,0.8962472406181016
67,0.889763779527559,0.8703703703703703,0.9041095890410958
67,0.884514435695538,0.8533333333333334,0.9047619047619048
67,0.8727034120734908,0.8375209380234506,0.895361380798274
67,0.8648293963254593,0.8398133748055988,0.8830874006810443
68,0.8766404199475065,0.8478964401294499,0.8962472406181016
68,0.8937007874015748,0.8744186046511628,0.9078498293515358
68,0.8832020997375328,0.8514190317195326,0.9037837837837838
68,0.8727034120734908,0.8375209380234506,0.895361380798274
68,0.8661417322834646,0.840625,0.8846153846153846
69,0.8766404199475065,0.8478964401294499,0.8962472406181016
69,0.8937007874015748,0.8744186046511628,0.9078498293515358
69,0.884514435695538,0.8533333333333334,0.9047619047619048
69,0.8727034120734908,0.8375209380234506,0.895361380798274
69,0.8661417322834646,0.840625,0.8846153846153846
70,0.8766404199475065,0.8478964401294499,0.8962472406181016
70,0.8923884514435696,0.8730650154798761,0.9066059225512528
70,0.884514435695538,0.8533333333333334,0.9047619047619048
70,0.8727034120734908,0.8375209380234506,0.895361380798274
70,0.8674540682414699,0.8424336973478939,0.8856172140430351
71,0.8766404199475065,0.8478964401294499,0.8962472406181016
71,0.8923884514435696,0.8730650154798761,0.9066059225512528
71,0.8832020997375328,0.8514190317195326,0.9037837837837838
71,0.8727034120734908,0.8375209380234506,0.895361380798274
71,0.8661417322834646,0.840625,0.8846153846153846
72,0.8766404199475065,0.8478964401294499,0.8962472406181016
72,0.8937007874015748,0.8744186046511628,0.9078498293515358
72,0.884514435695538,0.8533333333333334,0.9047619047619048
72,0.8727034120734908,0.8375209380234506,0.895361380798274
72,0.8648293963254593,0.8383045525902669,0.8838782412626832
73,0.8766404199475065,0.8478964401294499,0.8962472406181016
73,0.8937007874015748,0.874806800618238,0.9076396807297605
73,0.8832020997375328,0.8519134775374376,0.9035752979414952
73,0.8727034120734908,0.8375209380234506,0.895361380798274
73,0.8648293963254593,0.838810641627543,0.8836158192090395
74,0.8766404199475065,0.8478964401294499,0.8962472406181016
74,0.89501312335958,0.8761609907120743,0.908883826879271
74,0.8832020997375328,0.8514190317195326,0.9037837837837838
74,0.8727034120734908,0.8375209380234506,0.895361380798274
74,0.8648293963254593,0.8383045525902669,0.8838782412626832
75,0.8779527559055118,0.8492706645056726,0.8974641675854466
75,0.89501312335958,0.8761609907120743,0.908883826879271
75,0.8832020997375328,0.8519134775374376,0.9035752979414952
75,0.8727034120734908,0.8375209380234506,0.895361380798274
75,0.8648293963254593,0.838810641627543,0.8836158192090395
76,0.8779527559055118,0.8497576736672051,0.8972375690607735
76,0.8963254593175853,0.8775193798449612,0.9101251422070534
76,0.8832020997375328,0.8519134775374376,0.9035752979414952
76,0.8727034120734908,0.8375209380234506,0.895361380798274
76,0.8661417322834646,0.839622641509434,0.8851351351351351
77,0.8779527559055118,0.8492706645056726,0.8974641675854466
77,0.8937007874015748,0.874806800618238,0.9076396807297605
77,0.8818897637795275,0.8504983388704319,0.9023861171366594
77,0.8713910761154856,0.8361204013377926,0.8941684665226782
77,0.8648293963254593,0.8383045525902669,0.8838782412626832
78,0.8766404199475065,0.8478964401294499,0.8962472406181016
78,0.89501312335958,0.8761609907120743,0.908883826879271
78,0.8832020997375328,0.8519134775374376,0.9035752979414952
78,0.8713910761154856,0.8361204013377926,0.8941684665226782
78,0.868766404199475,0.8427672955974843,0.8873873873873874
79,0.8792650918635171,0.8511326860841424,0.8984547461368654
79,0.8937007874015748,0.874806800618238,0.9076396807297605
79,0.8818897637795275,0.8504983388704319,0.9023861171366594
79,0.8713910761154856,0.8361204013377926,0.8941684665226782
79,0.8661417322834646,0.840625,0.8846153846153846
80,0.8753280839895013,0.8465266558966075,0.8950276243093923
80,0.8976377952755905,0.8788819875776398,0.9113636363636364
80,0.8832020997375328,0.8519134775374376,0.9035752979414952
80,0.8713910761154856,0.8361204013377926,0.8941684665226782
80,0.8700787401574803,0.8445839874411303,0.8883878241262683
81,0.8779527559055118,0.8497576736672051,0.8972375690607735
81,0.8963254593175853,0.8775193798449612,0.9101251422070534
81,0.8832020997375328,0.8519134775374376,0.9035752979414952
81,0.8713910761154856,0.8361204013377926,0.8941684665226782
81,0.8661417322834646,0.840625,0.8846153846153846
82,0.8766404199475065,0.8483870967741935,0.8960176991150443
82,0.8923884514435696,0.8730650154798761,0.9066059225512528
82,0.8832020997375328,0.8519134775374376,0.9035752979414952
82,0.8713910761154856,0.8361204013377926,0.8941684665226782
82,0.868766404199475,0.8432601880877743,0.8871331828442438
83,0.8792650918635171,0.8516129032258064,0.8982300884955752
83,0.8923884514435696,0.8730650154798761,0.9066059225512528
83,0.8832020997375328,0.8519134775374376,0.9035752979414952
83,0.8700787401574803,0.8341708542713567,0.8932038834951457
83,0.8674540682414699,0.8419405320813772,0.8858757062146893
84,0.8779527559055118,0.8502415458937198,0.8970099667774086
84,0.8937007874015748,0.8744186046511628,0.9078498293515358
84,0.8832020997375328,0.8519134775374376,0.9035752979414952
84,0.8700787401574803,0.8341708542713567,0.8932038834951457
84,0.868766404199475,0.8432601880877743,0.8871331828442438
85,0.8766404199475065,0.8488745980707395,0.8957871396895787
85,0.8923884514435696,0.8734567901234568,0.906392694063927
85,0.8832020997375328,0.8519134775374376,0.9035752979414952
85,0.8700787401574803,0.8341708542713567,0.8932038834951457
85,0.8674540682414699,0.8419405320813772,0.8858757062146893
86,0.8792650918635171,0.8520900321543409,0.8980044345898004
86,0.8923884514435696,0.8730650154798761,0.9066059225512528
86,0.8832020997375328,0.8519134775374376,0.9035752979414952
86,0.8700787401574803,0.8341708542713567,0.8932038834951457
86,0.8700787401574803,0.8445839874411303,0.8883878241262683
87,0.8766404199475065,0.8488745980707395,0.8957871396895787
87,0.8910761154855643,0.8721109399075501,0.9051428571428571
87,0.8832020997375328,0.8519134775374376,0.9035752979414952
87,0.8700787401574803,0.8341708542713567,0.8932038834951457
87,0.868766404199475,0.84375,0.8868778280542986
88,0.8766404199475065,0.8488745980707395,0.8957871396895787
88,0.8910761154855643,0.8717156105100463,0.9053591790193842
88,0.884514435695538,0.8533333333333334,0.9047619047619048
88,0.8713910761154856,0.8355704697986577,0.8943965517241379
88,0.8753280839895013,0.8508634222919937,0.8928974069898534
89,0.8779527559055118,0.8502415458937198,0.8970099667774086
89,0.889763779527559,0.8703703703703703,0.9041095890410958
89,0.884514435695538,0.8538205980066446,0.9045553145336226
89,0.8713910761154856,0.8355704697986577,0.8943965517241379
89,0.8727034120734908,0.8472440944881889,0.890888638920135
90,0.8779527559055118,0.8502415458937198,0.8970099667774086
90,0.8923884514435696,0.8730650154798761,0.9066059225512528
90,0.8832020997375328,0.8519134775374376,0.9035752979414952
90,0.8713910761154856,0.8355704697986577,0.8943965517241379
90,0.8713910761154856,0.8454258675078864,0.8898876404494382
91,0.8792650918635171,0.8516129032258064,0.8982300884955752
91,0.889763779527559,0.8703703703703703,0.9041095890410958
91,0.8818897637795275,0.85,0.9025974025974026
91,0.8713910761154856,0.8355704697986577,0.8943965517241379
91,0.8713910761154856,0.8459119496855346,0.8896396396396397
92,0.8779527559055118,0.8502415458937198,0.8970099667774086
92,0.8923884514435696,0.8730650154798761,0.9066059225512528
92,0.8818897637795275,0.85,0.9025974025974026
92,0.8700787401574803,0.8336134453781513,0.8934337997847147
92,0.8713910761154856,0.8454258675078864,0.8898876404494382
93,0.8792650918635171,0.8520900321543409,0.8980044345898004
93,0.8923884514435696,0.8734567901234568,0.906392694063927
93,0.884514435695538,0.8538205980066446,0.9045553145336226
93,0.8700787401574803,0.8336134453781513,0.8934337997847147
93,0.8713910761154856,0.8459119496855346,0.8896396396396397
94,0.8779527559055118,0.8502415458937198,0.8970099667774086
94,0.8923884514435696,0.8734567901234568,0.906392694063927
94,0.884514435695538,0.8538205980066446,0.9045553145336226
94,0.8713910761154856,0.8355704697986577,0.8943965517241379
94,0.868766404199475,0.8422712933753943,0.8876404494382022
95,0.8779527559055118,0.8502415458937198,0.8970099667774086
95,0.8923884514435696,0.8734567901234568,0.906392694063927
95,0.884514435695538,0.8538205980066446,0.9045553145336226
95,0.8740157480314961,0.8389261744966443,0.896551724137931
95,0.8661417322834646,0.8401253918495298,0.8848758465011287
96,0.8779527559055118,0.8502415458937198,0.8970099667774086
96,0.8937007874015748,0.874806800618238,0.9076396807297605
96,0.8858267716535433,0.8557213930348259,0.9055374592833876
96,0.8727034120734908,0.8369747899159664,0.8955866523143164
96,0.8700787401574803,0.8445839874411303,0.8883878241262683
97,0.8779527559055118,0.8502415458937198,0.8970099667774086
97,0.8937007874015748,0.874806800618238,0.9076396807297605
97,0.884514435695538,0.8538205980066446,0.9045553145336226
97,0.8727034120734908,0.8375209380234506,0.895361380798274
97,0.8700787401574803,0.8445839874411303,0.8883878241262683
98,0.8779527559055118,0.8502415458937198,0.8970099667774086
98,0.8937007874015748,0.874806800618238,0.9076396807297605
98,0.884514435695538,0.8538205980066446,0.9045553145336226
98,0.8713910761154856,0.8355704697986577,0.8943965517241379
98,0.8713910761154856,0.8459119496855346,0.8896396396396397
99,0.8753280839895013,0.8475120385232745,0.8945615982241953
99,0.8923884514435696,0.8734567901234568,0.906392694063927
99,0.884514435695538,0.8538205980066446,0.9045553145336226
99,0.8727034120734908,0.8375209380234506,0.895361380798274
99,0.8700787401574803,0.8445839874411303,0.8883878241262683
